8.386,0.01464844,0.7663574,0.5881348,-4.267176,1.206107,-1.908397,25.000000,15.000000,40.000000,8
8.494,0.0402832,0.7282715,0.6196289,-6.625954,-0.06870229,0.7022901,25.000000,15.000000,40.000000,16
8.603,0.02758789,0.7092285,0.661377,-14.52672,0.1526718,-2.671756,25.000000,15.000000,40.000000,24
8.712,0.03076172,0.7004395,0.6499023,-15.93893,-2.251908,-7.091603,25.000000,15.000000,40.000000,32
8.821,0.02709961,0.6999512,0.6430664,2.229008,-3.709924,-5.59542,25.000000,15.000000,40.000000,40
8.93,-0.03295898,0.7729492,0.6203613,13.92366,0.07633588,4.564886,25.000000,15.000000,40.000000,48
9.039,0.03540039,0.7290039,0.6010742,5.946565,-5.099236,-0.1984733,25.000000,15.000000,40.000000,56
9.148,0.04858398,0.7573242,0.5891113,2.229008,-0.3358779,1.427481,25.000000,15.000000,40.000000,64
9.257,0.0246582,0.7514648,0.5935059,0.5954198,-4.358778,2.015267,25.000000,15.000000,40.000000,72
9.366,0.06298828,0.7416992,0.5883789,0.6412213,-3.022901,0.8015267,25.000000,15.000000,40.000000,80
9.475,0.07177734,0.767334,0.5649414,0.3435115,-5.328244,-2.59542,25.000000,15.000000,40.000000,88
9.585,0.03686523,0.7697754,0.5690918,1.114504,-2.427481,-1.832061,25.000000,15.000000,40.000000,96
9.695,0.05419922,0.7854004,0.5561523,-4.175572,-4.305344,-2.656489,25.000000,15.000000,40.000000,104
9.805,0.06469727,0.7770996,0.5471191,-1.0,-1.801527,-0.5572519,25.000000,15.000000,40.000000,112
9.915,0.07128906,0.7634277,0.5627441,-0.7557252,-6.251908,-7.114504,25.000000,15.000000,40.000000,120
10.025,0.0234375,0.7585449,0.5170898,-2.694656,-5.908397,-9.870229,25.000000,15.000000,40.000000,128
10.135,0.02294922,0.8479004,0.4946289,-1.656489,0.8473283,-3.358779,25.000000,15.000000,40.000000,136
10.246,0.04882813,0.7844238,0.5539551,5.656488,4.435114,0.4045802,25.000000,15.000000,40.000000,144
10.357,0.03295898,0.8479004,0.4838867,-2.045802,-0.610687,4.526718,25.000000,15.000000,40.000000,152
10.468,0.08569336,0.7607422,0.5424805,0.3969466,2.770992,0.06870229,25.000000,15.000000,40.000000,160
10.58,0.01904297,0.8457031,0.4997559,7.0,3.725191,-3.870229,25.000000,15.000000,40.000000,168
10.69,0.06616211,0.7939453,0.503418,5.29771,-1.312977,-5.328244,25.000000,15.000000,40.000000,176
10.8,0.046875,0.8344727,0.4794922,-0.1068702,-2.854962,-8.38168,25.000000,15.000000,40.000000,184
10.911,0.02954102,0.8486328,0.4655762,2.877863,-1.412214,-3.389313,25.000000,15.000000,40.000000,192
11.022,0.04882813,0.8613281,0.4575195,-1.793893,0.3206107,-2.152672,25.000000,15.000000,40.000000,200
11.133,0.01928711,0.8544922,0.4733887,0.9160305,1.854962,3.503817,25.000000,15.000000,40.000000,208
11.244,0.03466797,0.8215332,0.4611816,-3.557252,0.4045802,-1.175573,25.000000,15.000000,40.000000,216
11.355,0.04150391,0.8442383,0.4572754,-1.519084,1.534351,-2.145038,25.000000,15.000000,40.000000,224
11.466,0.03637695,0.8308105,0.456543,2.419847,-0.8625955,-4.022901,25.000000,15.000000,40.000000,232
11.577,0.02050781,0.8476563,0.449707,1.877863,-0.9389313,-3.610687,25.000000,15.000000,40.000000,240
11.688,0.008300781,0.8608398,0.4465332,3.648855,3.954198,-0.9923664,25.000000,15.000000,40.000000,248
11.8,0.01464844,0.8693848,0.4291992,-0.2977099,1.541985,-1.679389,25.000000,15.000000,40.000000,256
11.912,0.02294922,0.8466797,0.4370117,-3.427481,1.244275,-2.328244,25.000000,15.000000,40.000000,264
12.024,-0.004394531,0.8601074,0.421875,-3.167939,1.938931,-6.557252,25.000000,15.000000,40.000000,272
12.136,-0.01855469,0.8681641,0.4516602,-7.099236,0.3740458,-5.908397,25.000000,15.000000,40.000000,280
12.248,-0.01977539,0.8752441,0.4406738,-5.244275,2.038168,-4.541985,25.000000,15.000000,40.000000,288
12.36,-0.03442383,0.8793945,0.4443359,-1.534351,1.748092,-0.8091603,25.000000,15.000000,40.000000,296
12.473,-0.015625,0.8486328,0.442627,-5.274809,-0.2900764,-0.8015267,25.000000,15.000000,40.000000,304
12.585,-0.02294922,0.8398438,0.4492188,-5.549618,0.7480916,-5.038168,25.000000,15.000000,40.000000,312
12.698,-0.04199219,0.8586426,0.4650879,-3.625954,0.1221374,-3.923664,25.000000,15.000000,40.000000,320
12.811,-0.03442383,0.8361816,0.4707031,-6.992366,-2.045802,-2.816794,25.000000,15.000000,40.000000,328
12.924,-0.0534668,0.8432617,0.4763184,-2.580153,0.7862596,-0.8854962,25.000000,15.000000,40.000000,336
13.037,-0.015625,0.8449707,0.4602051,-1.862595,1.687023,0.5648855,25.000000,15.000000,40.000000,344
13.15,-0.05957031,0.8486328,0.4501953,-3.099237,1.603053,-2.183206,25.000000,15.000000,40.000000,352
13.264,-0.0559082,0.8540039,0.4743652,-10.48092,5.557252,-2.603053,25.000000,15.000000,40.000000,360
13.377,-0.06445313,0.8635254,0.4836426,-8.503817,2.992366,0.8778625,25.000000,15.000000,40.000000,368
13.491,-0.03979492,0.8193359,0.479248,-9.061069,-0.5877862,-1.091603,25.000000,15.000000,40.000000,376
13.605,-0.0612793,0.8232422,0.4916992,-8.694656,-0.1679389,-2.045802,25.000000,15.000000,40.000000,384
13.719,-0.04858398,0.822998,0.5026855,-9.534351,0.8854962,-0.01526718,25.000000,15.000000,40.000000,392
13.842,-0.05004883,0.8178711,0.5124512,-1.847328,-1.21374,-4.076336,25.000000,15.000000,40.000000,400
13.955,-0.04980469,0.8227539,0.4997559,-1.038168,1.267176,-2.549618,25.000000,15.000000,40.000000,408
14.07,-0.06030273,0.8259277,0.4960938,-3.656489,-0.08396947,-2.969466,25.000000,15.000000,40.000000,416
14.184,-0.05297852,0.8208008,0.486084,-5.740458,0.2290076,-2.473282,25.000000,15.000000,40.000000,424
14.3,-0.04980469,0.8181152,0.4968262,-6.78626,1.748092,-3.10687,25.000000,15.000000,40.000000,432
14.414,-0.07299805,0.8117676,0.5124512,-4.778626,2.045802,-0.5038168,25.000000,15.000000,40.000000,440
14.53,-0.08349609,0.8256836,0.5300293,-8.755725,-1.137405,-3.755725,25.000000,15.000000,40.000000,448
14.644,-0.05859375,0.7966309,0.5041504,1.10687,0.2366412,4.152672,25.000000,15.000000,40.000000,456
